person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cibil_score
26,170000,MORTGAGE,0.0,VENTURE,12000,13.57,0,0.07,Y,2,706
22,169000,RENT,1.0,PERSONAL,14000,11.14,0,0.08,N,3,752
26,168750,RENT,10.0,MEDICAL,24250,12.87,0,0.14,Y,3,716
23,168600,RENT,3.0,EDUCATION,20000,11.58,0,0.12,N,3,782
24,168288,RENT,5.0,HOMEIMPROVEMENT,1800,11.12,0,0.01,N,3,797
25,168000,MORTGAGE,2.0,PERSONAL,35000,10.65,0,0.21,N,2,761
24,133300,RENT,6.0,DEBTCONSOLIDATION,25000,10.37,0,0.19,N,2,771
24,15600,OWN,5.0,HOMEIMPROVEMENT,3300,6.39,1,0.21,N,4,821
24,134000,RENT,8.0,PERSONAL,25000,16.07,0,0.19,Y,3,695
25,134000,RENT,7.0,MEDICAL,25000,10.62,0,0.19,N,2,779
25,15600,OWN,0.0,VENTURE,3200,18.09,1,0.21,N,2,487
25,135000,RENT,5.0,EDUCATION,25000,11.36,0,0.19,N,4,787
26,135660,RENT,10.0,DEBTCONSOLIDATION,25000,12.53,0,0.18,N,4,794
25,145000,RENT,0.0,EDUCATION,25000,9.99,0,0.17,N,4,757
23,150000,RENT,4.0,EDUCATION,25000,10.36,0,0.17,N,3,776
23,165000,MORTGAGE,3.0,EDUCATION,9600,5.99,0,0.06,N,3,826
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,24000,15.62,1,0.16,Y,2,683
24,165000,MORTGAGE,5.0,PERSONAL,20000,10.37,0,0.12,N,4,770
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,25000,19.74,0,0.15,N,4,479
21,165000,MORTGAGE,5.0,EDUCATION,20000,6.91,0,0.12,N,4,896
23,16000,OWN,7.0,MEDICAL,6000,7.9,1,0.38,N,2,827
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,2275,13.06,0,0.14,Y,4,746
23,16000,OWN,7.0,PERSONAL,2000,6.39,0,0.13,N,3,863
23,148000,RENT,1.0,DEBTCONSOLIDATION,25000,14.93,1,0.17,N,3,632
23,16000,MORTGAGE,1.0,MEDICAL,5600,12.84,1,0.35,N,4,704
24,16020,OWN,3.0,VENTURE,3625,17.14,1,0.23,Y,2,647
22,16094,MORTGAGE,2.0,VENTURE,5500,7.14,1,0.34,N,3,818
25,175000,RENT,2.0,PERSONAL,25000,8.9,0,0.14,N,2,803
22,16200,OWN,6.0,PERSONAL,2000,12.42,0,0.12,N,3,784
24,185000,RENT,7.0,HOMEIMPROVEMENT,25000,12.68,0,0.14,Y,2,748
25,162000,RENT,9.0,PERSONAL,25000,11.03,0,0.15,N,2,716
26,161000,RENT,10.0,VENTURE,30000,7.9,0,0.19,N,4,843
22,160000,MORTGAGE,0.0,MEDICAL,35000,10.65,0,0.22,N,4,777
25,225000,RENT,5.0,VENTURE,25000,11.86,0,0.11,N,4,779
25,16400,OWN,1.0,PERSONAL,5000,8.94,1,0.3,N,4,892
23,16500,OWN,6.0,VENTURE,4375,9.63,1,0.27,N,4,795
25,49500,RENT,6.0,PERSONAL,24750,14.22,1,0.5,N,3,705
23,60000,RENT,4.0,DEBTCONSOLIDATION,24750,9.33,1,0.41,N,3,784
24,84200,RENT,8.0,MEDICAL,24500,13.85,0,0.29,N,4,740
22,16800,MORTGAGE,5.0,EDUCATION,2000,10.65,0,0.12,N,2,786
24,92000,RENT,8.0,MEDICAL,24500,11.46,0,0.27,N,4,773
23,160000,MORTGAGE,5.0,PERSONAL,35000,7.66,0,0.22,N,2,892
24,160000,MORTGAGE,9.0,VENTURE,12000,16.77,0,0.07,N,4,648
25,160000,MORTGAGE,1.0,PERSONAL,12000,9.63,0,0.07,N,4,795
26,160000,RENT,6.0,PERSONAL,25000,12.23,0,0.16,Y,4,730
25,125800,MORTGAGE,0.0,MEDICAL,10000,14.09,1,0.07,N,4,684
25,54000,RENT,2.0,PERSONAL,24250,13.98,1,0.45,N,4,732
23,62500,RENT,1.0,EDUCATION,24250,10.62,1,0.39,N,4,770
24,16800,MORTGAGE,,DEBTCONSOLIDATION,3900,,1,0.23,N,3,831
25,68400,RENT,9.0,PERSONAL,24250,17.56,1,0.35,N,4,622
26,56045,RENT,1.0,MEDICAL,24250,14.96,1,0.37,N,2,682
22,74000,RENT,7.0,DEBTCONSOLIDATION,24250,15.65,1,0.33,Y,2,652
24,65453,RENT,9.0,MEDICAL,24250,15.7,1,0.31,N,2,667
24,89908,RENT,1.0,VENTURE,24250,12.53,0,0.27,N,3,774
26,78000,RENT,0.0,HOMEIMPROVEMENT,24250,17.56,1,0.31,Y,3,641
23,100000,RENT,0.0,PERSONAL,24250,12.87,0,0.24,Y,2,730
23,103000,RENT,6.0,PERSONAL,24250,15.7,0,0.24,N,2,652
25,160000,MORTGAGE,2.0,EDUCATION,9000,,0,0.06,N,3,845
25,160000,OWN,5.0,VENTURE,15000,11.14,0,0.09,N,4,773
24,160000,MORTGAGE,3.0,VENTURE,20000,16.0,0,0.13,N,3,699
23,160000,MORTGAGE,2.0,EDUCATION,25000,15.65,0,0.16,Y,2,681
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,13750,,0,0.09,N,4,746
21,160000,MORTGAGE,3.0,VENTURE,15250,15.31,0,0.1,Y,4,671
25,160000,MORTGAGE,3.0,VENTURE,20000,13.47,0,0.13,Y,2,722
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,4750,13.85,1,0.28,Y,2,701
25,111996,RENT,9.0,PERSONAL,24250,,0,0.22,N,3,676
21,16800,MORTGAGE,0.0,VENTURE,6000,10.39,1,0.36,N,4,791
25,115200,RENT,0.0,HOMEIMPROVEMENT,24250,11.36,0,0.21,N,2,751
23,144000,RENT,0.0,EDUCATION,24250,11.83,0,0.17,N,3,775
23,287000,RENT,3.0,EDUCATION,24250,12.53,0,0.08,N,3,766
22,108000,RENT,1.0,HOMEIMPROVEMENT,24150,14.96,1,0.22,Y,3,689
22,43000,RENT,7.0,DEBTCONSOLIDATION,24000,13.85,1,0.56,Y,3,732
23,47004,RENT,1.0,VENTURE,24000,11.58,1,0.51,N,4,758
24,48000,RENT,4.0,VENTURE,24000,16.29,1,0.5,Y,2,692
26,48000,RENT,4.0,MEDICAL,24000,,1,0.5,N,3,847
21,44964,RENT,2.0,EDUCATION,24000,16.29,1,0.53,Y,2,688
25,52000,RENT,,PERSONAL,24000,10.74,1,0.46,N,2,778
22,17352,MORTGAGE,,EDUCATION,2250,15.27,0,0.13,Y,3,741
24,47000,RENT,3.0,PERSONAL,24000,17.8,1,0.51,N,2,475
22,17400,MORTGAGE,6.0,VENTURE,1000,11.36,0,0.06,N,2,784
22,49000,RENT,2.0,MEDICAL,24000,17.56,1,0.49,N,4,649
26,60000,RENT,0.0,PERSONAL,24000,7.9,1,0.4,N,4,824
25,60000,RENT,3.0,PERSONAL,24000,10.99,1,0.4,N,4,773
22,60000,RENT,0.0,PERSONAL,24000,7.29,1,0.4,N,3,812
21,60000,RENT,5.0,MEDICAL,24000,10.75,1,0.4,N,2,756
26,62004,RENT,9.0,DEBTCONSOLIDATION,24000,7.9,1,0.39,N,3,856
22,62400,RENT,3.0,EDUCATION,24000,14.84,1,0.38,N,2,685
26,65000,RENT,10.0,DEBTCONSOLIDATION,24000,,1,0.37,N,2,844
22,17760,MORTGAGE,6.0,EDUCATION,4975,,1,0.28,Y,3,719
23,59000,RENT,5.0,DEBTCONSOLIDATION,24000,19.69,1,0.41,Y,2,600
23,66000,RENT,6.0,VENTURE,24000,,1,0.36,N,4,807
24,60000,RENT,0.0,VENTURE,24000,14.96,1,0.4,N,4,695
25,66143,RENT,9.0,EDUCATION,24000,6.99,1,0.36,N,3,815
22,62250,RENT,3.0,PERSONAL,24000,16.45,1,0.39,Y,4,613
24,70000,RENT,8.0,EDUCATION,24000,10.99,1,0.34,N,4,761
23,74000,RENT,7.0,DEBTCONSOLIDATION,24000,10.99,1,0.32,N,2,772
22,18000,OWN,3.0,PERSONAL,3000,7.9,1,0.17,N,4,814
22,75000,RENT,6.0,EDUCATION,24000,12.69,1,0.32,N,4,777
24,75000,RENT,9.0,MEDICAL,24000,10.37,1,0.32,N,3,783
24,75000,RENT,7.0,HOMEIMPROVEMENT,24000,,1,0.32,N,3,701
26,69000,RENT,0.0,DEBTCONSOLIDATION,24000,15.83,1,0.35,N,3,481
23,78000,RENT,4.0,PERSONAL,24000,13.92,1,0.31,N,3,722
22,18000,OWN,,VENTURE,2000,11.49,0,0.11,N,3,771
24,80000,RENT,2.0,MEDICAL,24000,10.25,0,0.3,N,2,774
22,18000,OWN,1.0,HOMEIMPROVEMENT,3500,7.49,1,0.19,N,4,857
23,18000,OWN,3.0,EDUCATION,4000,5.99,1,0.22,N,2,862
23,74700,RENT,6.0,PERSONAL,24000,12.92,1,0.32,N,2,671
26,88596,RENT,3.0,PERSONAL,24000,11.58,0,0.27,N,3,771
25,95000,RENT,4.0,EDUCATION,24000,8.9,0,0.25,N,2,848
22,83000,RENT,6.0,DEBTCONSOLIDATION,24000,19.69,1,0.29,N,3,641
25,95000,RENT,9.0,VENTURE,24000,6.54,0,0.25,N,4,869
21,18000,OWN,3.0,HOMEIMPROVEMENT,4900,14.54,1,0.27,Y,4,664
21,18000,OWN,,EDUCATION,5000,11.11,1,0.28,N,2,792
26,100000,RENT,5.0,PERSONAL,24000,12.73,0,0.24,N,4,736
24,110000,RENT,7.0,VENTURE,24000,15.62,0,0.22,N,4,682
24,18000,OWN,0.0,HOMEIMPROVEMENT,6250,6.54,1,0.35,N,4,807
22,98000,RENT,7.0,DEBTCONSOLIDATION,24000,,1,0.24,Y,2,502
26,103872,RENT,6.0,DEBTCONSOLIDATION,24000,20.03,1,0.23,N,4,359
22,120000,RENT,4.0,EDUCATION,24000,9.91,0,0.2,N,4,793
24,120000,RENT,1.0,VENTURE,24000,12.69,0,0.2,N,4,793
26,108000,RENT,9.0,EDUCATION,24000,20.16,1,0.22,N,3,304
24,124080,RENT,4.0,PERSONAL,24000,16.49,0,0.19,Y,4,688
23,18000,MORTGAGE,1.0,MEDICAL,2500,15.95,1,0.14,N,2,653
24,130000,RENT,7.0,DEBTCONSOLIDATION,24000,11.49,0,0.18,N,3,755
25,135000,RENT,8.0,PERSONAL,24000,10.99,0,0.18,N,2,794
24,135000,RENT,4.0,HOMEIMPROVEMENT,24000,13.79,0,0.18,N,2,731
23,114750,RENT,2.0,MEDICAL,24000,20.03,1,0.18,Y,3,415
23,150000,RENT,0.0,EDUCATION,24000,7.49,0,0.16,N,4,893
23,138000,RENT,7.0,DEBTCONSOLIDATION,24000,16.0,1,0.17,Y,2,696
24,18000,OWN,6.0,PERSONAL,13000,7.88,1,0.72,N,3,898
21,18000,OWN,0.0,VENTURE,6250,10.62,1,0.35,N,4,789
26,155000,RENT,7.0,DEBTCONSOLIDATION,24000,10.99,0,0.15,N,4,765
26,148000,RENT,1.0,EDUCATION,24000,18.3,1,0.16,N,2,462
26,170000,RENT,3.0,DEBTCONSOLIDATION,24000,,0,0.14,Y,2,749
21,18000,OWN,1.0,PERSONAL,2500,11.36,0,0.14,N,3,791
24,43896,RENT,8.0,HOMEIMPROVEMENT,23975,,1,0.55,N,2,779
23,120000,RENT,4.0,MEDICAL,23750,13.47,0,0.2,N,2,718
24,54996,RENT,2.0,PERSONAL,23600,11.89,1,0.43,N,3,766
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,12.18,1,0.56,N,2,768
25,102000,RENT,9.0,DEBTCONSOLIDATION,23600,13.49,0,0.23,N,4,727
23,75000,RENT,3.0,PERSONAL,23575,14.5,1,0.31,N,4,625
22,18000,OWN,2.0,MEDICAL,4000,,1,0.22,N,2,736
22,18000,OWN,1.0,MEDICAL,5400,15.31,1,0.3,Y,2,675
25,18000,MORTGAGE,1.0,MEDICAL,4000,,1,0.22,N,3,772
21,18000,OWN,5.0,VENTURE,3375,,1,0.19,N,2,758
22,66960,RENT,1.0,VENTURE,23400,7.49,1,0.35,N,2,811
22,43385,RENT,7.0,PERSONAL,23000,,1,0.53,N,3,700
25,56544,RENT,3.0,EDUCATION,23000,,1,0.41,N,2,750
23,60000,RENT,2.0,VENTURE,23000,12.18,1,0.38,N,4,796
24,18000,MORTGAGE,3.0,VENTURE,1200,11.34,0,0.07,Y,4,733
25,63208,RENT,9.0,EDUCATION,23000,9.91,1,0.36,N,3,781
24,65000,RENT,0.0,HOMEIMPROVEMENT,23000,11.99,1,0.35,N,4,797
23,68000,RENT,7.0,EDUCATION,23000,9.62,1,0.34,N,2,774
22,18000,OWN,1.0,DEBTCONSOLIDATION,3000,9.96,1,0.17,N,3,789
25,80000,RENT,9.0,VENTURE,23000,,0,0.29,N,2,744
24,88000,RENT,1.0,VENTURE,23000,14.54,1,0.26,N,2,650
22,58600,RENT,5.0,MEDICAL,22750,11.36,1,0.39,N,4,765
23,70000,RENT,7.0,DEBTCONSOLIDATION,22500,14.27,1,0.32,N,2,738
24,18287,OWN,3.0,HOMEIMPROVEMENT,3000,11.99,1,0.16,N,3,754
26,69846,RENT,2.0,EDUCATION,22500,18.99,1,0.32,Y,2,471
24,73000,RENT,0.0,VENTURE,22400,16.7,1,0.31,Y,4,628
24,18500,MORTGAGE,8.0,PERSONAL,5000,9.32,1,0.27,N,3,866
23,35000,RENT,2.0,DEBTCONSOLIDATION,22250,12.69,1,0.64,N,3,761
25,43000,RENT,9.0,HOMEIMPROVEMENT,22000,13.11,1,0.51,N,2,725
25,52000,RENT,4.0,PERSONAL,22000,10.74,1,0.42,N,2,765
21,18701,MORTGAGE,0.0,PERSONAL,4200,14.11,1,0.22,Y,4,686
22,57000,RENT,6.0,EDUCATION,22000,9.63,1,0.39,N,3,771
25,58000,RENT,0.0,MEDICAL,22000,14.65,1,0.38,N,2,728
23,60000,RENT,6.0,DEBTCONSOLIDATION,22000,10.25,1,0.37,N,4,763
24,60000,RENT,3.0,VENTURE,22000,14.26,1,0.37,Y,2,727
25,18840,MORTGAGE,5.0,EDUCATION,3000,9.91,1,0.16,N,2,754
26,56000,RENT,7.0,MEDICAL,22000,17.19,1,0.39,N,3,646
22,70000,RENT,3.0,EDUCATION,22000,11.36,1,0.31,N,4,798
22,66000,RENT,1.0,EDUCATION,22000,,1,0.33,N,2,543
23,74064,RENT,3.0,DEBTCONSOLIDATION,22000,10.59,0,0.3,N,3,795
24,76597,RENT,5.0,EDUCATION,22000,9.25,0,0.29,N,2,754
22,19000,OWN,6.0,MEDICAL,3625,8.49,1,0.19,N,3,875
26,77000,RENT,0.0,VENTURE,22000,6.54,0,0.29,N,3,815
21,19000,OWN,5.0,MEDICAL,6000,8.49,1,0.32,N,3,889
24,80000,RENT,0.0,MEDICAL,22000,,0,0.28,N,4,889
26,82600,RENT,10.0,VENTURE,22000,12.69,0,0.27,N,2,797
24,19000,OWN,3.0,MEDICAL,7400,13.85,1,0.39,N,2,720
25,19000,OWN,3.0,DEBTCONSOLIDATION,4000,7.4,1,0.21,N,3,838
23,84000,RENT,3.0,DEBTCONSOLIDATION,22000,11.71,0,0.26,N,4,785
25,77650,RENT,8.0,PERSONAL,22000,11.48,1,0.28,N,3,782
25,82000,RENT,1.0,EDUCATION,22000,17.51,1,0.27,N,2,629
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,3500,14.61,1,0.18,N,3,686
23,99996,RENT,3.0,DEBTCONSOLIDATION,22000,7.88,0,0.22,N,4,822
23,110000,RENT,0.0,PERSONAL,22000,,0,0.2,N,3,759
22,19200,MORTGAGE,6.0,PERSONAL,4950,11.71,1,0.26,N,2,754
25,57000,RENT,4.0,PERSONAL,21700,11.99,1,0.38,N,2,785
24,54000,RENT,5.0,VENTURE,21600,13.49,1,0.4,N,2,733
23,56000,RENT,8.0,MEDICAL,21600,21.21,1,0.39,Y,4,437
26,63000,RENT,2.0,DEBTCONSOLIDATION,21600,14.35,1,0.34,Y,3,718
22,82000,RENT,3.0,PERSONAL,21600,13.61,0,0.26,Y,3,731
22,78000,RENT,6.0,DEBTCONSOLIDATION,21600,11.26,1,0.28,N,3,750
22,19200,OWN,0.0,VENTURE,2400,10.59,0,0.13,N,3,754
24,112140,RENT,8.0,MEDICAL,21600,7.9,0,0.19,N,2,803
24,19200,MORTGAGE,,HOMEIMPROVEMENT,7000,5.99,1,0.36,N,4,815
25,19200,OWN,4.0,EDUCATION,3000,11.99,1,0.16,N,4,773
24,59000,RENT,5.0,MEDICAL,21500,16.89,1,0.36,N,3,665
24,70000,RENT,5.0,HOMEIMPROVEMENT,21500,9.99,1,0.31,N,3,751
24,116000,RENT,5.0,EDUCATION,21500,15.33,0,0.19,Y,3,698
25,60000,RENT,5.0,EDUCATION,21450,7.29,1,0.36,N,4,891
22,31000,RENT,5.0,DEBTCONSOLIDATION,21250,12.42,1,0.69,N,3,781
25,47052,RENT,5.0,VENTURE,21250,10.99,1,0.45,N,2,776
25,51060,RENT,9.0,VENTURE,21250,6.91,1,0.42,N,2,883
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,5000,14.17,1,0.26,Y,2,723
22,53000,RENT,3.0,MEDICAL,21250,10.25,1,0.4,N,3,761
26,19200,OWN,0.0,EDUCATION,9250,,1,0.48,N,2,799
24,56000,RENT,8.0,VENTURE,21250,15.95,1,0.38,Y,3,684
24,65000,RENT,4.0,EDUCATION,21250,15.95,1,0.33,Y,4,682
21,35000,RENT,3.0,VENTURE,21000,12.53,1,0.6,N,4,782
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,1400,14.91,1,0.07,Y,4,692
23,19200,MORTGAGE,7.0,MEDICAL,3000,,1,0.16,N,4,900
26,40000,RENT,3.0,MEDICAL,21000,6.54,1,0.53,N,4,811
25,19200,OWN,2.0,VENTURE,1000,,0,0.05,N,3,752
26,42000,RENT,0.0,MEDICAL,21000,17.26,1,0.5,Y,4,514
23,63000,RENT,2.0,MEDICAL,21000,11.36,1,0.33,N,2,782
26,19200,MORTGAGE,5.0,VENTURE,4000,7.51,1,0.21,N,4,839
22,59000,RENT,2.0,PERSONAL,21000,10.71,1,0.36,N,3,759
22,70500,RENT,3.0,PERSONAL,21000,13.98,0,0.3,Y,4,742
26,65219,RENT,11.0,DEBTCONSOLIDATION,21000,14.09,1,0.32,N,3,693
22,75000,RENT,2.0,EDUCATION,21000,10.0,0,0.28,N,3,778
22,19200,MORTGAGE,3.0,MEDICAL,5000,15.33,1,0.26,N,3,662
25,62047,RENT,9.0,MEDICAL,21000,16.32,1,0.29,Y,4,611
24,79000,RENT,8.0,HOMEIMPROVEMENT,21000,7.9,0,0.27,N,2,894
23,80000,RENT,3.0,MEDICAL,21000,11.99,0,0.26,N,3,795
24,84000,RENT,8.0,MEDICAL,21000,10.75,0,0.25,N,4,751
26,85000,RENT,3.0,HOMEIMPROVEMENT,21000,13.92,0,0.25,N,3,749
22,93000,RENT,1.0,EDUCATION,21000,9.91,0,0.23,N,3,784
26,81000,RENT,10.0,EDUCATION,21000,16.95,1,0.26,Y,3,622
26,97000,RENT,1.0,EDUCATION,21000,7.9,0,0.22,N,3,880
26,97000,RENT,3.0,EDUCATION,21000,,0,0.22,Y,3,725
25,100000,RENT,2.0,PERSONAL,21000,16.49,1,0.21,Y,3,657
26,19200,OTHER,0.0,PERSONAL,7500,11.97,1,0.39,Y,2,728
21,19253,MORTGAGE,,DEBTCONSOLIDATION,6250,6.17,1,0.32,N,3,825
26,125000,RENT,5.0,HOMEIMPROVEMENT,21000,8.9,0,0.17,N,2,873
25,125000,RENT,9.0,EDUCATION,21000,12.99,0,0.17,Y,3,725
23,82000,RENT,2.0,PERSONAL,20900,12.69,0,0.25,N,2,783
21,19500,MORTGAGE,0.0,EDUCATION,15000,9.64,1,0.77,N,2,790
26,50000,RENT,7.0,VENTURE,20500,7.49,1,0.41,N,3,806
23,70000,RENT,2.0,EDUCATION,20500,13.16,0,0.29,Y,3,703
22,19800,OWN,1.0,EDUCATION,2100,8.38,0,0.11,N,4,857
123,80004,RENT,2.0,EDUCATION,20400,10.25,0,0.25,N,3,799
23,54000,RENT,7.0,PERSONAL,20375,7.49,1,0.38,N,2,874
26,26000,RENT,10.0,EDUCATION,20050,9.76,1,0.77,N,2,778
24,33000,RENT,1.0,DEBTCONSOLIDATION,20000,10.99,1,0.61,N,3,785
23,20000,OWN,0.0,PERSONAL,5000,11.71,0,0.25,N,4,774
22,20000,OWN,6.0,PERSONAL,9250,10.65,0,0.46,N,4,770
24,35364,RENT,1.0,MEDICAL,20000,12.53,1,0.57,N,4,785
25,38000,RENT,4.0,MEDICAL,20000,14.59,1,0.53,N,4,659
23,32000,RENT,3.0,DEBTCONSOLIDATION,20000,12.61,1,0.63,N,4,686
25,38004,RENT,6.0,MEDICAL,20000,13.11,1,0.53,N,2,708
23,20000,MORTGAGE,2.0,MEDICAL,6400,10.65,0,0.32,N,4,773
25,38556,RENT,9.0,PERSONAL,20000,11.22,1,0.52,Y,4,734
23,32900,RENT,1.0,EDUCATION,20000,16.0,1,0.61,N,2,698
25,34000,RENT,10.0,HOMEIMPROVEMENT,20000,8.88,1,0.59,N,4,784
24,40000,RENT,4.0,PERSONAL,20000,12.53,1,0.5,N,3,797
21,36000,RENT,5.0,MEDICAL,20000,,1,0.56,Y,2,685
26,20000,MORTGAGE,5.0,MEDICAL,4800,5.99,0,0.24,N,3,881
25,42000,RENT,2.0,EDUCATION,20000,13.47,1,0.48,N,4,748
22,42224,RENT,7.0,VENTURE,20000,6.99,1,0.47,N,4,895
25,20000,OWN,0.0,PERSONAL,5650,15.99,0,0.28,Y,2,673
23,20000,MORTGAGE,7.0,EDUCATION,3625,,0,0.18,Y,3,722
22,37212,RENT,6.0,DEBTCONSOLIDATION,20000,16.69,1,0.54,N,3,631
25,38000,RENT,9.0,MEDICAL,20000,11.11,1,0.53,N,4,786
22,45000,RENT,0.0,EDUCATION,20000,7.9,1,0.44,N,4,811
23,45000,RENT,4.0,PERSONAL,20000,10.25,1,0.44,N,2,798
24,45000,RENT,8.0,MEDICAL,20000,,1,0.44,N,2,612
23,20000,OWN,7.0,MEDICAL,1200,7.49,0,0.06,N,3,822
22,45000,RENT,1.0,DEBTCONSOLIDATION,20000,13.92,1,0.44,Y,3,724
24,39000,RENT,5.0,MEDICAL,20000,14.74,1,0.51,N,2,684
24,46500,RENT,5.0,EDUCATION,20000,10.62,1,0.43,N,2,790
22,48000,RENT,7.0,VENTURE,20000,10.65,1,0.42,N,3,779
22,42000,RENT,1.0,PERSONAL,20000,12.99,1,0.48,N,3,666
22,48500,RENT,1.0,VENTURE,20000,11.36,1,0.41,N,4,798
22,20000,OWN,3.0,EDUCATION,7500,5.79,0,0.38,N,4,861
23,49400,RENT,0.0,EDUCATION,20000,6.54,1,0.4,N,4,883
25,20000,MORTGAGE,1.0,VENTURE,4000,5.79,0,0.2,N,2,888
25,50000,RENT,10.0,DEBTCONSOLIDATION,20000,7.49,1,0.4,N,3,885
25,50000,RENT,9.0,EDUCATION,20000,13.43,1,0.4,N,2,712
22,50000,RENT,6.0,DEBTCONSOLIDATION,20000,13.22,1,0.4,N,2,718
22,20000,OWN,1.0,VENTURE,5000,14.72,0,0.25,N,3,748
22,44000,RENT,2.0,EDUCATION,20000,15.68,1,0.45,N,4,635
24,50866,RENT,6.0,MEDICAL,20000,,1,0.39,N,3,761
25,50950,RENT,5.0,HOMEIMPROVEMENT,20000,11.48,1,0.39,N,3,790
24,51000,RENT,8.0,VENTURE,20000,10.38,1,0.39,N,3,768
22,51000,RENT,5.0,EDUCATION,20000,12.53,1,0.39,N,3,761
22,51000,RENT,0.0,EDUCATION,20000,13.47,1,0.39,N,2,708
24,51500,RENT,6.0,VENTURE,20000,12.21,1,0.39,N,4,756
25,51996,RENT,9.0,VENTURE,20000,10.99,1,0.38,N,3,777
25,52000,RENT,1.0,EDUCATION,20000,11.36,1,0.38,N,4,763
22,46000,RENT,2.0,DEBTCONSOLIDATION,20000,16.0,1,0.43,Y,4,680
26,20000,MORTGAGE,1.0,PERSONAL,1500,7.74,0,0.07,N,3,851
24,52000,RENT,8.0,EDUCATION,20000,15.65,1,0.38,Y,2,668
25,46000,RENT,9.0,DEBTCONSOLIDATION,20000,11.78,1,0.43,Y,2,746
24,52559,RENT,9.0,HOMEIMPROVEMENT,20000,,1,0.38,N,3,765
22,47000,RENT,5.0,MEDICAL,20000,16.77,1,0.43,N,3,654
22,54000,RENT,2.0,EDUCATION,20000,9.91,1,0.37,N,4,784
23,48000,RENT,7.0,MEDICAL,20000,15.65,1,0.42,N,4,661
23,48000,RENT,0.0,MEDICAL,20000,14.96,1,0.42,N,3,674
23,54000,RENT,1.0,VENTURE,20000,11.83,1,0.37,N,4,770
24,48912,RENT,0.0,MEDICAL,20000,11.66,1,0.41,N,4,735
26,54996,RENT,8.0,EDUCATION,20000,12.18,1,0.36,N,4,772
24,55000,RENT,8.0,HOMEIMPROVEMENT,20000,6.91,1,0.36,N,2,815
25,55000,RENT,3.0,DEBTCONSOLIDATION,20000,6.91,1,0.36,N,3,856
26,49000,RENT,0.0,HOMEIMPROVEMENT,20000,19.79,1,0.41,N,3,488
25,55000,RENT,0.0,VENTURE,20000,9.88,1,0.36,N,4,794
22,20000,MORTGAGE,0.0,PERSONAL,16600,9.76,0,0.83,N,3,791
23,55000,RENT,5.0,DEBTCONSOLIDATION,20000,12.53,1,0.36,N,2,788
25,55200,RENT,7.0,VENTURE,20000,,1,0.36,N,4,763
23,20004,MORTGAGE,6.0,PERSONAL,7125,6.99,0,0.36,N,2,894
23,57000,RENT,3.0,EDUCATION,20000,16.89,1,0.35,N,2,654
22,51012,RENT,1.0,PERSONAL,20000,17.49,1,0.39,Y,4,684
23,20004,MORTGAGE,2.0,EDUCATION,2500,16.82,0,0.12,Y,2,622
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,3600,,0,0.18,N,2,778
22,58000,RENT,0.0,DEBTCONSOLIDATION,20000,13.11,1,0.34,N,2,742
23,58800,RENT,7.0,DEBTCONSOLIDATION,20000,7.66,1,0.34,N,3,874
26,59000,RENT,10.0,MEDICAL,20000,6.17,1,0.34,N,3,817
26,53000,RENT,1.0,PERSONAL,20000,16.35,1,0.38,Y,4,646
23,60000,RENT,7.0,MEDICAL,20000,7.9,1,0.33,N,2,875
24,54000,RENT,2.0,VENTURE,20000,16.49,1,0.37,N,2,658
21,20245,OWN,5.0,VENTURE,3550,,0,0.18,N,4,873
26,20280,MORTGAGE,5.0,HOMEIMPROVEMENT,7000,8.0,0,0.35,N,2,857
24,60000,RENT,0.0,PERSONAL,20000,10.99,1,0.33,N,2,793
24,20352,OWN,3.0,VENTURE,7750,6.91,0,0.38,N,3,816
25,54000,RENT,6.0,PERSONAL,20000,8.88,1,0.37,N,3,787
24,60000,RENT,8.0,VENTURE,20000,,1,0.33,N,4,806
23,54000,RENT,6.0,DEBTCONSOLIDATION,20000,14.84,1,0.37,Y,3,695
23,54000,RENT,2.0,PERSONAL,20000,11.12,1,0.37,N,2,762
22,60000,RENT,4.0,EDUCATION,20000,7.88,1,0.33,N,3,839
25,60000,RENT,2.0,EDUCATION,20000,,1,0.33,N,2,791
22,20400,MORTGAGE,6.0,EDUCATION,6000,15.99,0,0.29,Y,4,658
24,20400,MORTGAGE,5.0,DEBTCONSOLIDATION,5500,10.99,0,0.27,N,4,799
25,60000,RENT,9.0,EDUCATION,20000,,1,0.33,N,3,776
25,54000,RENT,1.0,PERSONAL,20000,15.65,1,0.37,Y,3,651
24,54000,RENT,1.0,PERSONAL,20000,17.04,1,0.37,Y,3,604
23,60000,RENT,3.0,EDUCATION,20000,12.21,1,0.33,N,2,778
